2026-02-17 20:12:24 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:23:11 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:24:21 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:21 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:24:50 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:25:10 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:25:10 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:10 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:25:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:27:57 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:27:57 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:27:57 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:27:57 | INFO     | logging:callHandlers:1736 - HTTP Request: POST http://test/api/chat "HTTP/1.1 404 Not Found"
2026-02-17 20:27:58 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:30:53 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:30:53 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:30:53 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:30:53 | INFO     | logging:callHandlers:1736 - HTTP Request: POST http://test/api/chat "HTTP/1.1 404 Not Found"
2026-02-17 20:30:54 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:32:11 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:32:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:32:11 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:32:11 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:32:12 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:19 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:33:19 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:19 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:19 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:33:20 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:34 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:33:34 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:34 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:34 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:33:35 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:35 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:35 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:33:35 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:35 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:35 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:33:36 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:36 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:36 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:33:36 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:36 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:36 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:33:36 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:36 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:33:36 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:33:37 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:34:04 | INFO     | app.core.logging_uru:setup_logging:84 - 日志系统初始化完成 - 使用 loguru
2026-02-17 20:34:04 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:34:04 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:34:04 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:34:05 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:34:05 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:34:05 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:34:05 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:34:05 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
2026-02-17 20:34:05 | INFO     | app.api.endpoints.chat:get_chat_service:44 - [34m初始化 ChatService...[0m
2026-02-17 20:34:06 | DEBUG    | logging:callHandlers:1736 - Using proactor: IocpProactor
